Version,Year,Month,Bus.Unit,Type,Node,Variance,Idle_Cap,Email,Report
V002,2017,M01,BU01,SR,RP_01_75A,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_61A,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_61B,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_61C,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_61D,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_18A,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_70A,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_76A,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_76B,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_76C,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_78A,-2.37,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_78B,-99.24,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_78C,-45.46,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_78D,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_79A,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_79B,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_15A,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_16A,-0.14,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_16B,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_16C,-2.49,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_16D,-3.47,17.09,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_16E,-3.05,0.62,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_16F,-0.26,100,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_16G,-1.86,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_16H,-3.15,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_16I,-3.84,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_19A,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_19B,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_19C,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_19D,0,69.54,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_19E,0,90,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_19F,0,62.06,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_19G,0,44.24,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_19H,0,41.91,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_23A,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_23B,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_25A,-5.63,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_25B,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_14A,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_14B,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_17A,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_17B,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_24A,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_35A,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_35B,0,35.05,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_35C,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_35D,0,60.08,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_35E,0,84.77,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_35F,0,52.99,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_35G,0,35.39,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_35H,0,35.24,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_35I,0,66.95,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_35J,0,100,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_35K,0,76.87,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_35L,0,92.02,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_35N,0,6.71,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_31A,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_31B,0,26.94,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_31C,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_31D,0,77.99,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_31E,0,100,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_34A,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_34B,0,45.34,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_34C,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_34D,0,17.04,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_39A,0,77.22,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_39B,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_39C,0,95.94,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_39D,0,71.82,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_40A,-74.77,100,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_40B,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_40C,0,97.38,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_38A,0,29.86,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_38B,0,46.53,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_38C,0,92.85,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_45A,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_45B,0,22.85,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_45C,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_45D,0,-39.89,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_45E,0,49.13,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_45F,0,79.69,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_45G,0,50.85,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_45H,0,74.43,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_46A,0,58.75,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_46C,0,95.65,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_46D,0,90.1,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_47A,-107.43,100,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_47B,0,97.52,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_47C,0,99.64,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_19I,0,72.59,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_19K,0,81.98,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_19L,0,96.93,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_14C,0,70.23,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_14D,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_14E,0,1.19,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_14F,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_14G,0,35.89,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_14H,0,15.34,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_14I,0,10.73,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_17C,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,SR,RP_01_17D,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_40D,0,100,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_38D,0,0,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,RP_01_47D,0,0.86,dreinmund@methode.com,/efficiency_resources_details_v2
V002,2017,M01,BU01,PR,BP_01_35D_1,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,PR,BP_01_35E_1,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_18A_1,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_18A_2,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_18A_3,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_23B_1,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_23B_2,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_61B_1,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_61B_2,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_61C_1,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_61C_2,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_61D_1,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_61D_2,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_70A_1,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_70A_2,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_76B_1,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_78A_1,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_78A_2,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_78A_3,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_78B_1,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_78B_2,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_78B_3,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_78D_1,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_78D_2,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_79B_1,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_15A_1,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,PR,BP_01_16C_1,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,PR,BP_01_16I_1,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
V002,2017,M01,BU01,SR,BP_01_17A_1,0,0,dreinmund@methode.com,/efficiency_processes_details_v2
